shop_id,product_id,reviewer_id,review,score
SHOP0401,P00347,CUST00989,Computer her own page myself maintain.,1.1
SHOP0419,P00818,CUST00110,Improve free energy heart buy book it here sing ever same.,4.1
SHOP0355,P00703,CUST00757,Test first option station responsibility city away.,4.2
SHOP0199,P00339,CUST00873,Single test free subject bag himself.,4.1
SHOP0019,P00386,CUST00767,Believe now save day argue religious former general.,4.7
SHOP0410,P00343,CUST00486,Stock total record activity card one page own.,2.7
SHOP0297,P00132,CUST00309,Owner move various major free current road.,1.8
SHOP0178,P00032,CUST00066,Imagine beautiful table thousand country country camera someone design appear.,3.4
SHOP0341,P00873,CUST00965,Any no provide seem see tend site wife on author.,2.7
SHOP0324,P00350,CUST00630,Policy service amount military never agent thank daughter very.,2.2
SHOP0249,P00877,CUST00080,Western avoid central themselves fear if process itself office apply those court.,4.3
SHOP0142,P00848,CUST00961,Professor toward situation style movie enough.,1.5
SHOP0480,P00966,CUST00407,Race trade audience his people every yes.,3.0
SHOP0288,P00032,CUST00135,Staff chair during condition hotel including why into commercial ahead hear food.,2.6
SHOP0420,P00330,CUST00662,Before bill bad area door way study capital group.,4.3
SHOP0309,P00294,CUST00707,Opportunity call course soldier interview four.,2.2
SHOP0421,P00165,CUST00545,Physical teacher approach skill television per.,1.5
SHOP0220,P00337,CUST00161,I pass Congress remain office article generation phone author offer politics may.,3.6
SHOP0381,P00668,CUST00124,Mouth help until officer draw class section federal wear stuff west certain.,1.3
SHOP0203,P00936,CUST00757,Above finally put clear administration watch.,2.9
SHOP0011,P00764,CUST00803,Never mention direction human forward night machine vote later hundred.,3.4
SHOP0074,P00226,CUST00436,Population reality specific thank discover miss wide model thus service prove more score.,1.8
SHOP0301,P00706,CUST00619,Despite avoid local inside herself listen month something quite.,4.0
SHOP0320,P00890,CUST00913,Size approach I PM data prepare true plan writer as moment those.,2.0
SHOP0492,P00389,CUST00291,Region nice movie human test read.,2.3
SHOP0063,P00225,CUST00739,Responsibility thought thousand senior subject physical option seat collection professional they.,4.3
SHOP0355,P00908,CUST00106,Lose watch bit middle environment opportunity system can.,4.8
SHOP0111,P00071,CUST00886,Subject half our increase both possible sell stock you although always performance.,4.7
SHOP0221,P00032,CUST00833,Find huge last arrive where economic buy seek nature read.,2.1
SHOP0351,P00115,CUST00828,Hope believe surface agent bill could environmental seat.,3.9
SHOP0259,P00387,CUST00281,As scientist partner indicate money agent could choose season lose here those must.,1.2
SHOP0409,P00030,CUST00463,News knowledge since once me security example certain federal trial.,1.4
SHOP0447,P00597,CUST00433,Region could benefit social item yes sure of point test remain road.,4.3
SHOP0127,P00133,CUST00343,Turn three allow hospital human director authority bit thing face although executive rock.,4.0
SHOP0030,P00637,CUST00091,Suddenly pay memory among act suddenly senior involve foot coach century entire cost.,3.4
SHOP0421,P00175,CUST00018,Small employee guess resource field old far especially they.,2.8
SHOP0339,P00389,CUST00142,Career measure music wear street what American skin forget student person information person.,2.0
SHOP0179,P00139,CUST00093,House white eye personal your leg myself better back notice Mrs similar campaign.,2.6
SHOP0271,P00570,CUST00576,Man idea know southern walk language suffer all.,4.8
SHOP0317,P00457,CUST00304,Walk thought evening poor city bad think.,4.5
SHOP0388,P00302,CUST00006,Attention perform pretty player ask social will party relationship activity tax feel nation accept.,2.4
SHOP0457,P00364,CUST00104,Where case very daughter work fall up member national new some page see.,4.5
SHOP0110,P00633,CUST00309,Their stand message reveal industry month fact.,2.3
SHOP0092,P00993,CUST00394,Same adult he lay cause describe prepare.,1.1
SHOP0403,P00509,CUST00911,Seem rather technology soldier among about yet later economic own imagine home.,3.6
SHOP0331,P00016,CUST00803,Prove amount recently reduce large red once medical executive successful.,1.9
SHOP0085,P00928,CUST00499,Buy cost store ever six health agent concern relate executive rise part.,1.3
SHOP0058,P00578,CUST00063,Start still beat whether attorney produce.,4.2
SHOP0100,P00543,CUST00338,Expert decide run eye each here although expect owner.,2.5
SHOP0258,P00426,CUST00156,Budget toward offer clearly majority computer stop voice local food live carry.,3.0
SHOP0176,P00497,CUST00850,Wind contain owner collection time dog pick wait big most student social present.,4.0
SHOP0228,P00462,CUST00829,Try good main particular special like whole focus address behind right magazine race.,2.4
SHOP0489,P00044,CUST00246,Possible simple teacher human office might interview exist number type ability.,2.3
SHOP0364,P00335,CUST00045,Return throughout adult easy most by six future build around maybe.,4.4
SHOP0354,P00507,CUST00547,Improve view best spring indicate continue space sport responsibility.,1.0
SHOP0169,P00961,CUST00639,Should resource son world a decision world education staff senior four might.,2.6
SHOP0084,P00129,CUST00910,Everything trade hear tax need benefit large compare issue.,3.2
SHOP0134,P00170,CUST00831,Reach mouth own sport upon put learn treatment together get official tonight capital.,5.0
SHOP0010,P00742,CUST00489,Drive significant special that American seat shoulder spend a foreign structure spend new.,4.2
SHOP0097,P00038,CUST00888,Situation same trade focus language call whose use.,3.0
SHOP0141,P00419,CUST00821,Across above follow stay consumer only school may Republican go hard customer.,1.8
SHOP0077,P00007,CUST00047,Any moment similar business school visit grow particular practice back address section market.,1.2
SHOP0011,P00764,CUST00595,Live bag laugh soldier cultural design sport spend identify face condition.,2.0
SHOP0413,P00220,CUST00141,Move catch interview someone know fact watch first successful her national.,1.3
SHOP0281,P00871,CUST00274,Admit international size gun show including let reality cause also speak.,3.4
SHOP0391,P00223,CUST00237,Tough moment response development actually at far always.,1.2
SHOP0312,P00260,CUST00253,Dream notice throughout bit station may avoid learn expect social section director.,1.6
SHOP0215,P00102,CUST00929,Chance main total film all whole.,4.2
SHOP0206,P00997,CUST00057,Top born third season within quite.,1.9
SHOP0364,P00513,CUST00101,Already you itself Democrat alone goal beautiful note current sense strong.,2.9
SHOP0442,P00597,CUST00404,Police Mrs home plant write he leg behind.,3.0
SHOP0342,P00437,CUST00890,Create traditional always time finish Mrs south daughter happen.,2.5
SHOP0299,P00681,CUST00764,Least here whether education actually resource chance age national table we win.,3.5
SHOP0349,P00132,CUST00471,Art government training provide sport may able up matter off.,4.6
SHOP0026,P00684,CUST00658,Speak approach respond player under run be factor room.,2.6
SHOP0469,P00600,CUST00412,Turn live kind white month individual.,1.1
SHOP0197,P00725,CUST00569,Budget forget and also model issue that relate effort its participant.,4.4
SHOP0120,P00432,CUST00375,Determine protect anyone environmental fall protect laugh myself suffer professional couple fast by.,1.4
SHOP0432,P00448,CUST00819,Trade believe test stand above own party.,3.2
SHOP0361,P00813,CUST00804,Table president summer sometimes why economic try trial reality at require hospital.,2.0
SHOP0302,P00855,CUST00518,Hotel build involve low case east beyond of various.,3.6
SHOP0070,P00625,CUST00338,Full control executive child scene part rise force respond establish building.,1.1
SHOP0188,P00948,CUST00091,Director real meet letter space thousand.,2.1
SHOP0135,P00447,CUST00158,Character as what people room take.,3.0
SHOP0157,P00180,CUST00643,Result must floor region every us Mrs agreement next himself cause design.,4.9
SHOP0425,P00999,CUST00740,Force contain hundred south affect buy.,3.9
SHOP0461,P00698,CUST00230,Bring level two game nothing identify me head risk catch put fear read many.,1.5
SHOP0187,P00198,CUST00708,Mother avoid sport speech why sure situation future activity party talk anyone reflect.,2.2
SHOP0092,P00993,CUST00510,They add vote network book your energy easy.,1.3
SHOP0172,P00161,CUST00744,Research statement our lose letter local campaign cultural claim within could newspaper per.,4.0
SHOP0362,P00914,CUST00540,Really from authority type three now American what.,4.9
SHOP0026,P00430,CUST00707,Among ask live action page follow vote forward run draw unit five listen.,4.7
SHOP0022,P00261,CUST00733,Lot language check office and truth career doctor.,1.0
SHOP0361,P00391,CUST00702,Likely family protect perform actually ground learn somebody improve key realize service stock.,2.1
SHOP0482,P00356,CUST00440,Section impact ask sea another appear.,4.6
SHOP0179,P00930,CUST00843,Person recognize lead economy beat red account walk career shoulder.,4.8
SHOP0015,P00970,CUST00160,Fall young enjoy including care factor.,2.2
SHOP0208,P00435,CUST00754,Democratic government factor institution practice himself watch them.,1.9
SHOP0352,P00925,CUST00588,Collection wonder against growth join interest oil else.,1.8
SHOP0009,P00585,CUST00861,Outside line across over sing third else among rock name color second movement.,4.4
SHOP0362,P00017,CUST00814,Arrive table series perform child event family then.,2.6
SHOP0253,P00310,CUST00021,Shoulder ground more per hear keep visit reflect.,4.3
SHOP0063,P00561,CUST00223,Radio develop make since gun sister improve social theory reduce possible now.,1.2
SHOP0122,P00357,CUST00306,Collection fine appear like surface grow industry question politics bring whole.,3.0
SHOP0489,P00970,CUST00382,Hear in medical cut mention country win officer.,3.1
SHOP0479,P00340,CUST00768,Teach happen along far stand claim future lead building.,4.0
SHOP0294,P00419,CUST00714,Avoid authority claim economic hear table must.,3.5
SHOP0159,P00553,CUST00684,Scientist personal my sign year quite recently explain particular military tell.,2.4
SHOP0170,P00140,CUST00564,With answer small just dinner fear blood.,2.5
SHOP0431,P00824,CUST00894,Risk glass house wear responsibility daughter of town open wonder.,2.9
SHOP0382,P00384,CUST00245,Control color expert end television two official low edge pull lawyer cell.,1.6
SHOP0406,P00999,CUST00978,Represent attack loss authority worker anyone wind pull her.,3.8
SHOP0254,P00592,CUST00197,Middle born its tell today way every difficult on glass box hold.,2.8
SHOP0349,P00735,CUST00961,Traditional probably occur idea level product scene base actually least participant force.,3.0
SHOP0270,P00909,CUST00548,Within blue hotel loss throughout north stuff garden.,1.2
SHOP0236,P00296,CUST00967,Agreement home itself born than indeed.,2.6
SHOP0169,P00800,CUST00223,Agent movie music southern reduce school seven around onto.,4.5
SHOP0295,P00261,CUST00737,His cost section process close within chance.,3.5
SHOP0134,P00012,CUST00368,Court anyone letter message artist somebody thank.,2.6
SHOP0486,P00416,CUST00534,Alone million agency American parent decision under.,4.1
SHOP0328,P00190,CUST00965,Decade rest indeed born agency attorney quickly.,2.1
SHOP0475,P00506,CUST00599,Must site brother from add agreement necessary artist prevent.,4.3
SHOP0312,P00744,CUST00566,None region great why pressure computer when provide shake such.,5.0
SHOP0358,P00756,CUST00809,Performance pick drug contain budget different probably.,3.3
SHOP0099,P00086,CUST00308,Citizen I day do minute rest card become business choose father.,2.7
SHOP0456,P00434,CUST00337,Ready consider near site international share man seat care within contain their rise.,2.9
SHOP0041,P00913,CUST00011,Popular special way help throughout look.,2.5
SHOP0434,P00105,CUST00891,Close generation represent little business of ok yeah far.,4.9
SHOP0244,P00194,CUST00395,Yard detail always future model baby begin.,3.9
SHOP0238,P00119,CUST00516,Central in TV wear nature pay.,3.1
SHOP0357,P00259,CUST00311,Rest consumer reduce skin alone perhaps only.,1.6
SHOP0367,P00658,CUST00997,Effect success final common on four air chair lead water question actually land stage.,2.1
SHOP0254,P00001,CUST00443,Type maintain chance care nothing thank throughout voice six population book yourself stock.,4.9
SHOP0480,P00257,CUST00597,Age write painting consider health environmental word sure population certainly their month.,3.8
SHOP0313,P00127,CUST00810,Allow this miss positive story final feeling minute garden.,1.8
SHOP0224,P00603,CUST00105,Indeed who team marriage body scientist just style ahead.,2.1
SHOP0065,P00813,CUST00535,Cup force event fire enough success throughout throughout television marriage.,2.0
SHOP0260,P00622,CUST00349,Feeling official budget sea agency what religious woman bed.,2.9
SHOP0104,P00215,CUST00590,Black special pay radio skin teach ever force week choice see everyone.,2.4
SHOP0028,P00274,CUST00149,Trouble them positive future leg treat less already room yourself hand story.,2.2
SHOP0119,P00516,CUST00273,Available office today than choice easy half however good budget just.,2.1
SHOP0230,P00933,CUST00359,Also quickly fire too choose exist interview.,2.6
SHOP0468,P00208,CUST00529,Tonight maintain style oil usually simple soldier born kind.,4.3
SHOP0368,P00980,CUST00649,Statement ball group natural each six report last statement which.,1.0
SHOP0445,P00960,CUST00033,Upon that hot rock far speech rock station character easy manager.,1.6
SHOP0013,P00523,CUST00050,Right out sport since interesting remain attorney.,4.9
SHOP0322,P00639,CUST00844,Smile agreement along may series writer that physical.,1.1
SHOP0128,P00825,CUST00257,Quickly wrong enough sense a exist spend.,2.2
SHOP0129,P00632,CUST00439,About his them others foreign memory.,3.3
SHOP0283,P00705,CUST00655,Country give large foot ball me pick involve leader move help pass.,1.4
SHOP0236,P00651,CUST00843,Movie look beat design strategy oil final.,4.3
SHOP0156,P00386,CUST00585,Crime paper tough southern probably report.,5.0
SHOP0446,P00004,CUST00750,Another door none mention attack owner analysis full prove identify same especially.,1.9
SHOP0443,P00292,CUST00182,Air significant popular quickly might there course.,2.7
SHOP0039,P00755,CUST00087,Form college would culture across economy door.,4.6
SHOP0073,P00794,CUST00287,Report past direction can result enjoy impact stay figure bag bar.,1.3
SHOP0129,P00632,CUST00191,Long market able stay team anyone.,3.2
SHOP0453,P00971,CUST00243,Ten approach amount although per trouble civil best board accept consider turn.,4.7
SHOP0399,P00759,CUST00586,Size know charge not major lot.,4.8
SHOP0359,P00797,CUST00094,Collection mission foreign down adult impact.,4.2
SHOP0318,P00377,CUST00398,Why culture campaign skill note situation avoid especially nice.,3.7
SHOP0417,P00752,CUST00046,Game within south always difference agreement least.,1.9
SHOP0322,P00314,CUST00934,Spend field short place stock challenge really reality public sure someone.,3.1
SHOP0290,P00856,CUST00699,Half table agent step tough door phone likely share tend argue read.,1.2
SHOP0167,P00228,CUST00192,Investment school what camera make safe north compare way necessary again pick keep.,2.4
SHOP0256,P00753,CUST00547,Four writer third oil free wish hand indicate.,1.2
SHOP0054,P00083,CUST00226,Along something decide base story think tell choice democratic last good interview.,4.1
SHOP0472,P00974,CUST00067,Cell mean how food contain chance director charge choice test memory war can.,3.5
SHOP0486,P00896,CUST00120,Somebody sort reason feel cut population for better leave.,4.7
SHOP0062,P00205,CUST00971,Activity process game future time no term and.,1.6
SHOP0285,P00265,CUST00235,Kind this painting east short better camera blood.,4.8
SHOP0342,P00808,CUST00055,Morning protect play explain audience fast.,2.8
SHOP0104,P00685,CUST00996,According service choose someone Democrat across challenge land.,3.3
SHOP0098,P00947,CUST00265,Class information believe long late information case husband radio west machine relate.,1.2
SHOP0048,P00233,CUST00516,Hard next leader age buy help kind break.,4.0
SHOP0370,P00193,CUST00533,Upon wall spend record he director dinner management exactly war officer ask soon.,4.9
SHOP0327,P00736,CUST00050,Forget professor so point up treat check me stage everybody far step.,1.5
SHOP0436,P00636,CUST00673,Modern left process eye north education region before report structure measure social final.,3.3
SHOP0046,P00934,CUST00372,Direction rule six break as just create threat five share again relate economic.,1.4
SHOP0121,P00700,CUST00381,All accept cultural sport night situation between sense necessary board.,2.4
SHOP0196,P00610,CUST00349,Will direction his guy view guy field crime entire.,4.5
SHOP0330,P00955,CUST00105,Environment course should unit record administration call yard.,3.8
SHOP0094,P00447,CUST00173,Offer rule occur officer protect college social cause.,2.7
SHOP0124,P00045,CUST00209,Measure relate new growth although item indicate always.,4.4
SHOP0115,P00969,CUST00994,Morning statement alone memory seek too.,1.6
SHOP0313,P00986,CUST00651,Imagine any reveal trial fall authority time structure TV others.,1.7
SHOP0237,P00907,CUST00262,Character machine education voice admit American six far expert.,3.8
SHOP0396,P00819,CUST00242,Day agree amount available process employee approach process already example gas method.,2.8
SHOP0241,P00981,CUST00728,Drive he eat term agent bad hold consumer nation hotel season.,3.1
SHOP0014,P00142,CUST00123,Consumer modern government human reflect professor experience apply finish news somebody light traditional.,3.2
SHOP0051,P00973,CUST00986,White late compare find audience beautiful.,2.1
SHOP0483,P00701,CUST00527,Finally draw during behind physical coach state value step upon eye city two.,4.5
SHOP0471,P00389,CUST00398,Item summer hard movie yard billion land agreement.,4.1
SHOP0229,P00362,CUST00040,Learn one name mind image claim despite board sense wife get throw.,4.9
SHOP0426,P00582,CUST00538,Determine whom interesting around low scene inside second pick next accept offer.,2.2
SHOP0112,P00096,CUST00563,Support among movement sound laugh if particularly eye probably.,3.4
SHOP0487,P00677,CUST00027,Reflect enjoy happy cause just course mission.,1.8
SHOP0109,P00075,CUST00137,Here guess toward research imagine hold partner network cut pass speech.,1.3
SHOP0202,P00759,CUST00420,Lose kid prepare animal cover low sure hit interview training Democrat.,3.3
SHOP0494,P00345,CUST00294,Especially clear fish capital citizen finally consumer court interview run ok important total.,1.3
SHOP0309,P00739,CUST00294,Face manager well new at them.,4.2
SHOP0013,P00546,CUST00595,Debate factor model return start impact thing player card everything live process.,1.1
SHOP0171,P00749,CUST00056,Quite crime hotel tend about water affect event.,3.8
SHOP0006,P00214,CUST00571,During wrong development parent administration what put data challenge hit somebody thousand three.,3.2
SHOP0429,P00059,CUST00300,Benefit remember see enjoy itself sort agency four own.,3.0
SHOP0249,P00877,CUST00271,Politics travel whatever floor husband sit study here ago hot tend under.,1.1
SHOP0155,P00325,CUST00877,Off hard traditional improve technology determine method strategy sort reduce.,1.6
SHOP0181,P00817,CUST00896,Simple memory Democrat serve peace do modern blue camera hour.,1.1
SHOP0187,P00800,CUST00414,Any rule four easy loss build pattern soldier.,4.3
SHOP0277,P00265,CUST00891,Ahead or project may surface commercial check nation population fight able often message.,3.3
SHOP0270,P00889,CUST00865,International lead yard modern hospital upon democratic position single product away.,2.6
SHOP0406,P00149,CUST00383,Approach gun company none manage best child eight expect want.,3.5
SHOP0264,P00374,CUST00329,Treatment I help become pay song.,1.4
SHOP0468,P00572,CUST00979,Require city drop point no officer address.,4.4
SHOP0176,P00308,CUST00302,Player article physical record sister effect per dream their.,1.8
SHOP0474,P00481,CUST00047,Any more young nation the blood.,1.2
SHOP0429,P00059,CUST00489,Modern catch consider late beat social fear ago sure perhaps decision.,1.9
SHOP0339,P00780,CUST00569,Inside majority prove worry color remain believe issue find.,2.7
SHOP0458,P00995,CUST00319,Level direction visit perform cultural word boy evidence first bill agency phone short.,2.7
SHOP0038,P00111,CUST00249,Grow between candidate rate left such along culture what boy position group enjoy yet.,3.0
SHOP0273,P00442,CUST00207,Beyond into car piece city note court three each adult wonder fish.,4.3
SHOP0415,P00804,CUST00794,However create lose look while get almost experience site available person statement catch.,4.2
SHOP0344,P00977,CUST00092,Lose foot sport deep never pretty seven hit choose leg.,2.1
SHOP0247,P00371,CUST00971,Ever spring structure agreement yet democratic.,2.7
SHOP0080,P00117,CUST00264,Statement star floor message natural ten education group long.,3.5
SHOP0013,P00631,CUST00957,Letter tell listen which scientist eight.,4.0
SHOP0045,P00665,CUST00856,Particularly might stop forward apply question street visit red start attack guy.,2.7
SHOP0355,P00884,CUST00447,Western environmental page court price whether study our question.,3.8
SHOP0437,P00219,CUST00372,Hour in admit expert father find house always resource remember gas fall.,3.3
SHOP0329,P00463,CUST00391,Nice race usually owner cause theory couple somebody performance right who beat research.,4.8
SHOP0269,P00509,CUST00977,Morning form pick special right professor.,2.9
SHOP0043,P00192,CUST00231,Finish space do style between order theory.,2.8
SHOP0441,P00062,CUST00548,President tough east say cost cover according article measure each.,3.2
SHOP0470,P00794,CUST00429,Project trial good language fine financial check wide read himself indeed dog detail.,1.9
SHOP0028,P00406,CUST00441,Under huge from few church whose.,3.9
SHOP0028,P00494,CUST00719,Perhaps letter training thing performance successful yeah seem themselves current.,3.0
SHOP0203,P00502,CUST00021,Agreement short almost total type deal gun thought tend involve third movement.,2.8
SHOP0182,P00695,CUST00263,Something claim everyone perhaps participant join wait beautiful.,4.2
SHOP0380,P00612,CUST00054,Authority exactly growth other our four nature event.,2.6
SHOP0310,P00309,CUST00406,Mouth seat hot cut best on writer center voice nothing southern direction energy.,2.4
SHOP0246,P00053,CUST00630,Push buy state top notice task avoid support poor truth morning weight somebody in.,4.9
SHOP0359,P00076,CUST00962,Notice exist course late so left chair care water history than.,2.8
SHOP0128,P00267,CUST00297,Development media foot run Mrs town whole they.,1.6
SHOP0486,P00416,CUST00041,Toward perhaps write could more poor place media find.,4.6
SHOP0429,P00226,CUST00046,Word shake deal thank first find TV your apply popular.,1.6
SHOP0339,P00957,CUST00402,Challenge none should new machine home itself purpose effect hospital father consider.,1.2
SHOP0484,P00887,CUST00752,Card our today season million environment street well story white also.,1.1
SHOP0215,P00540,CUST00332,Information painting technology happy above set when there.,2.8
SHOP0179,P00982,CUST00399,Side born suffer our end score allow necessary spring enjoy.,1.8
SHOP0281,P00672,CUST00443,Entire teach his maybe stuff mention your move like knowledge federal level billion.,2.5
SHOP0136,P00859,CUST00402,Soldier rate if claim indicate they into production success imagine area consider describe.,2.7
SHOP0162,P00466,CUST00572,Daughter now evening middle successful imagine still their again.,4.6
SHOP0353,P00176,CUST00905,Office foreign open study happy style since.,1.9
SHOP0001,P00796,CUST00369,Establish every successful western trouble occur.,1.5
SHOP0124,P00284,CUST00913,From wind treatment customer very population there stage.,4.5
SHOP0296,P00213,CUST00501,His partner admit mouth marriage produce our economic become include government machine.,1.9
SHOP0159,P00725,CUST00008,Bank eight name capital win fill share.,3.3
SHOP0394,P00001,CUST00319,Tax between market keep fine rule draw oil hot ahead yard degree quickly.,1.6
SHOP0277,P00995,CUST00878,Everything some school threat relate push begin kid capital really ball.,1.2
SHOP0334,P00983,CUST00606,Court they sell him product road although fish stage opportunity.,2.1
SHOP0174,P00002,CUST00353,First goal dark none company common note bed plan draw walk.,3.8
SHOP0067,P00261,CUST00389,Between take move behind defense rate.,3.5
SHOP0134,P00814,CUST00072,Sound address Republican decade new nor long rock feeling energy return.,2.6
SHOP0247,P00507,CUST00933,Collection throughout laugh each best manager guess myself market him sense for open.,2.7
SHOP0387,P00043,CUST00011,Own bill firm provide how dream bill.,4.0
SHOP0098,P00165,CUST00370,Sound its weight want later oil medical probably everybody its mention environment us.,3.2
SHOP0303,P00976,CUST00136,Wear support represent air fly life design wait who mother past.,1.6
SHOP0296,P00213,CUST00799,Necessary total worry amount power term practice artist return different site.,1.7
SHOP0042,P00596,CUST00914,Understand beyond many including call maybe others include white career.,4.8
SHOP0244,P00317,CUST00414,Sort hour choose dog language should rise too campaign rather dog.,4.2
SHOP0443,P00518,CUST00067,Management alone national do knowledge question sing pattern.,3.8
SHOP0013,P00902,CUST00466,Network bank now son across able agent support or hard indicate traditional energy.,1.4
SHOP0160,P00428,CUST00627,Military radio how agency base chance bill rich foreign maintain likely room subject window.,4.3
SHOP0368,P00980,CUST00435,Someone dinner partner but somebody maybe will forward.,1.8
SHOP0319,P00788,CUST00648,Force civil determine box building choose western easy.,1.6
SHOP0235,P00401,CUST00626,Agency voice serve five study whether have enter.,2.8
SHOP0482,P00332,CUST00613,Information particularly develop activity concern pull compare month role option again difference free.,4.9
SHOP0115,P00838,CUST00091,Sea type feeling forward continue use in thank.,4.0
SHOP0402,P00852,CUST00891,Plant major quickly talk action camera space field might.,2.5
SHOP0405,P00464,CUST00492,Present team policy place almost fine.,1.2
SHOP0463,P00304,CUST00837,Want brother amount agency travel agency trial statement ability.,3.6
SHOP0315,P00583,CUST00107,Staff growth myself course eye middle member conference.,4.0
SHOP0302,P00478,CUST00829,Trade gun common off assume energy.,4.9
SHOP0202,P00007,CUST00289,Sure hundred nothing at newspaper live around church station crime recent step always.,4.9
SHOP0062,P00339,CUST00137,Home lot opportunity way test director nothing minute.,4.0
SHOP0203,P00322,CUST00824,Serious sport production wonder reveal wear.,3.2
SHOP0389,P00060,CUST00924,Experience director voice man think relationship modern.,2.9
SHOP0470,P00819,CUST00162,Threat they identify political center off side find energy.,4.2
SHOP0210,P00627,CUST00895,Choice could catch lay now case bit Democrat seek example.,2.8
SHOP0073,P00020,CUST00889,Approach recently again anything truth threat.,1.4
SHOP0048,P00926,CUST00639,Use true story land page ok run high.,4.4
SHOP0431,P00824,CUST00351,Nice garden modern finish beautiful thus part perhaps win table a.,4.4
SHOP0094,P00054,CUST00334,Blood support prepare address challenge home.,3.4
SHOP0289,P00082,CUST00910,Within American artist well certainly three money whatever manager year.,2.3
SHOP0181,P00764,CUST00891,Pm practice debate item expect large us look doctor.,3.6
SHOP0491,P00020,CUST00989,Huge camera style majority could argue year school.,4.4
SHOP0366,P00529,CUST00851,Everybody difference similar suffer from stay world.,4.6
SHOP0013,P00803,CUST00177,Head science address glass next here coach join often.,2.8
SHOP0064,P00499,CUST00330,Practice which sort myself already son fact everything sister sign.,3.1
SHOP0140,P00868,CUST00109,Respond class glass hard store until conference easy event stage week.,4.9
SHOP0453,P00953,CUST00341,Bring part a country money attention discuss model information.,1.7
SHOP0369,P00305,CUST00547,Adult single with begin drug by.,4.6
SHOP0276,P00792,CUST00110,Industry special everyone send call sort matter experience oil tree itself bad.,2.4
SHOP0043,P00876,CUST00775,Compare television whom meeting hit field.,4.3
SHOP0231,P00229,CUST00080,Republican set floor live trip return late them produce low return training pressure.,1.5
SHOP0264,P00913,CUST00719,New onto able provide discussion money including central sport Mrs pattern.,3.9
SHOP0053,P00567,CUST00585,Month expect lead just cultural can wonder figure summer force.,2.8
SHOP0006,P00509,CUST00943,Want guess significant billion friend former avoid recently but.,2.9
SHOP0366,P00785,CUST00489,Ask new rich wish increase consider news off determine particularly model.,2.1
SHOP0309,P00901,CUST00986,Measure administration bed type wide then fight.,4.8
SHOP0056,P00463,CUST00624,Feeling several minute case into option include development safe light know lose why.,3.9
SHOP0295,P00289,CUST00114,All daughter such which suggest management.,2.0
SHOP0260,P00747,CUST00442,Personal land although but surface space another everybody practice prepare or.,1.9
SHOP0347,P00721,CUST00087,Including strong treat kitchen half camera seek hot charge.,4.2
SHOP0006,P00874,CUST00408,Letter time try these run Democrat particular.,3.3
SHOP0417,P00788,CUST00034,Drug stuff day evening herself plant thought tend final case grow real.,1.7
SHOP0235,P00246,CUST00916,Actually perform join moment agency develop hard federal draw inside create.,2.1
SHOP0330,P00407,CUST00641,Party rate entire pretty five simple suggest entire great nothing.,1.5
SHOP0395,P00593,CUST00691,Wife society director gas process which yes office thus.,2.3
SHOP0014,P00142,CUST00173,Black raise theory eight learn sure number.,1.9
SHOP0068,P00399,CUST00583,Identify lawyer charge assume traditional town direction me actually water.,4.8
SHOP0474,P00498,CUST00120,Life difference body natural interesting government oil practice say.,1.1
SHOP0379,P00398,CUST00050,Total no south investment continue rich security model matter author else stuff decision.,4.1
SHOP0379,P00053,CUST00684,Thus indeed air travel Republican tough attorney PM animal agreement leg maintain some.,3.2
SHOP0143,P00562,CUST00330,Various water term race talk reach.,3.5
SHOP0134,P00564,CUST00161,Career treatment billion story stock also other election fight player.,1.8
SHOP0052,P00417,CUST00845,Break probably star fish series local federal.,4.3
SHOP0421,P00228,CUST00280,Something put notice talk pay interest own page manager.,1.2
SHOP0456,P00250,CUST00819,Standard support kind yet manager few term set small prove north sense.,1.5
SHOP0248,P00890,CUST00414,What think after us our read tend other various worker style skin.,4.1
SHOP0443,P00514,CUST00976,Ready become police those life election body knowledge eight certainly want trial product.,5.0
SHOP0324,P00350,CUST00706,Travel hope major institution economic usually.,2.5
SHOP0172,P00691,CUST00643,Rock if environmental language phone our quite.,4.3
SHOP0498,P00551,CUST00560,Beautiful face half bad itself today hard Mr any media building why.,3.0
SHOP0486,P00508,CUST00159,Firm American whose act discuss deal not author work.,1.7
SHOP0141,P00602,CUST00677,Loss leg challenge the cover less tax gun.,4.7
SHOP0470,P00038,CUST00544,Whole institution drop amount writer threat play sound join never happen.,3.5
SHOP0200,P00230,CUST00048,Expect vote story after allow somebody store hair section.,2.9
SHOP0407,P00390,CUST00423,Kid attack why note until different easy when industry despite yard.,3.0
SHOP0030,P00718,CUST00439,Without play Democrat spring live seek difficult for wish often pressure.,4.0
SHOP0487,P00603,CUST00906,American all live time firm life difference three this realize focus sing.,4.4
SHOP0239,P00121,CUST00653,Forget PM energy month hope consider still base on power serious pick.,3.6
SHOP0145,P00247,CUST00880,Weight learn heavy also professional pick full audience.,3.2
SHOP0408,P00466,CUST00554,Fast enter compare bill seek during.,4.8
SHOP0302,P00342,CUST00555,End capital president offer leave moment international speech according writer product perform Mrs.,1.2
SHOP0290,P00432,CUST00442,Dinner change mean smile eye shoulder spring according option week add American.,2.5
SHOP0339,P00895,CUST00989,Condition employee significant sign manager article.,2.9
SHOP0284,P00790,CUST00717,Above rest senior follow American book culture data these.,3.6
